lesson,visual_id,section_id,method,topic,required_facts,content_hash,asset_identity_status,independent_pass_1,independent_pass_2,semantic_status,defect_ids,notes
017,explanation-topologies-img-1,explanation-topologies,Raster image,Academic knowledge-point infographic explaining Why connection patterns change risk through a cause-and-effect diagram.,A topology diagram's link count must match the physical links actually drawn. Alternative paths improve resilience but require additional links and ports. Use one consistent topology in the mechanism and result views; this example has nine links including the inter-switch link.,503c0eba7233fcb2b9313ee715ac7787e475a9dd0a804b134e6061cd8e814979,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
017,topologies-circle-10,topologies,HTML/CSS,Network topologies,Define exact facts for manual review of Network topologies.,d33a57cdd1f5ead5139f4ecc476c207f60465b77b3d23cb10091e840e13c73f9,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
017,topologies-circle-11,topologies,HTML/CSS,Network topologies,Define exact facts for manual review of Network topologies.,91685d3a981d203f64546c1b50a03fbb1cadb2d375f0d24fa5f5bacc048503c8,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
017,topologies-circle-18,topologies,HTML/CSS,Network topologies,Define exact facts for manual review of Network topologies.,10fd7b8c2e6bb4f69cbc20d34783fd22c8151a0439368d66398d958fa20c3b82,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
017,topologies-circle-19,topologies,HTML/CSS,Network topologies,Define exact facts for manual review of Network topologies.,2a988a53df606e170ea664e23cd34ba1e3a3af96cb3ad9d94f691cf9e5bcc17b,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
017,topologies-circle-20,topologies,HTML/CSS,Network topologies,Define exact facts for manual review of Network topologies.,754884a743d2cf70f275a9c1d369b5f6394c5f2b65266744c6d9b7d3561ec626,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
017,topologies-circle-21,topologies,HTML/CSS,Network topologies,Define exact facts for manual review of Network topologies.,04e67857caae1037c51a27e1f197008267443babff2ac80d34d4ff77e202a52e,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
017,topologies-circle-31,topologies,HTML/CSS,Network topologies,Define exact facts for manual review of Network topologies.,3479bad03838500dca1b9cf776400eb1305b101aa12f20eba9606543aa059d85,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
017,topologies-circle-32,topologies,HTML/CSS,Network topologies,Define exact facts for manual review of Network topologies.,43ab1f971445e75b59c6dae4719d3d6ad448f7d4390d4b4d51689faf0325719b,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
017,topologies-circle-33,topologies,HTML/CSS,Network topologies,Define exact facts for manual review of Network topologies.,924564cac98ba855b85ec30932daebb489120e7aaca164ff505b35dc8b400c57,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
017,topologies-circle-34,topologies,HTML/CSS,Network topologies,Define exact facts for manual review of Network topologies.,4c347210877432c6f3c4e0bc7957a667fd207415a68df66056e11d1a77ce3a18,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
017,topologies-circle-43,topologies,HTML/CSS,Network topologies,Define exact facts for manual review of Network topologies.,802b9399dc34b60c27e2c4a762af20172ea2ea44dcc4e9981425d4b57ff37bd3,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
017,topologies-circle-44,topologies,HTML/CSS,Network topologies,Define exact facts for manual review of Network topologies.,c174aca428bfb5d7db72c079bfde33ad10f241666c1082799e7c210c9721b019,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
017,topologies-circle-45,topologies,HTML/CSS,Network topologies,Define exact facts for manual review of Network topologies.,aa908f82bda4b93be2f62fe3052e8b1a76348bb9ab7a43a698c259263ab05bc4,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
017,topologies-circle-46,topologies,HTML/CSS,Network topologies,Define exact facts for manual review of Network topologies.,71dae4e8fb682a0bf865a4d04e6db448fa81ae010f28d13488aa1b3db5597c76,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
017,topologies-circle-47,topologies,HTML/CSS,Network topologies,Define exact facts for manual review of Network topologies.,26e944a7073afd9f56ada38d28ccb44b801b3da767f833d2fdf48d7f72eb349e,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
017,topologies-circle-48,topologies,HTML/CSS,Network topologies,Define exact facts for manual review of Network topologies.,6f8a372f493f515c24608df31783d7fd326a62fba00f467826034865f9c3e1ce,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
017,topologies-circle-8,topologies,HTML/CSS,Network topologies,Define exact facts for manual review of Network topologies.,b0f4312150e1b79bbc82334e26874d12aad6dd51c3e0de3ad683b538ad5c45e5,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
017,topologies-circle-9,topologies,HTML/CSS,Network topologies,Define exact facts for manual review of Network topologies.,e1aba03c05462bf7026d6115de4cb0825f6b3c30edef03c882fa1d7d88013568,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
017,topologies-div-1,topologies,HTML/CSS,Network topologies,Define exact facts for manual review of Network topologies.,a8dfd7c9de6c2ec52f79cc3abe44234d3287b9faed505161b53e32790d6446f7,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
017,topologies-line-14,topologies,HTML/CSS,Network topologies,Define exact facts for manual review of Network topologies.,ef0e49a41aa0cabc67847e45fa73a4e8677032057a0fa2aad4e6cae22f33b1fb,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
017,topologies-line-15,topologies,HTML/CSS,Network topologies,Define exact facts for manual review of Network topologies.,b08fa59150482a9eccee4729c3bda00391367b4301fcaf1aad7614685d84600e,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
017,topologies-line-16,topologies,HTML/CSS,Network topologies,Define exact facts for manual review of Network topologies.,7c382ec43208952337ea9dbb593296c9c89f2aed63c74ca3a36063911f4e0efc,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
017,topologies-line-17,topologies,HTML/CSS,Network topologies,Define exact facts for manual review of Network topologies.,bc352cf3ed465d7f8da4e92bb069e11effc211455ae3e79f0cd3629d43ced990,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
017,topologies-line-25,topologies,HTML/CSS,Network topologies,Define exact facts for manual review of Network topologies.,754bda297abdd85c2a7b35af03f5b0107975a726ba12f6a025d0736d37728323,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
017,topologies-line-26,topologies,HTML/CSS,Network topologies,Define exact facts for manual review of Network topologies.,dec7aaa1522554e5dc6647e5a7a14f6e9e46287606e03ba361d92581506acda0,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
017,topologies-line-27,topologies,HTML/CSS,Network topologies,Define exact facts for manual review of Network topologies.,c36d929035af20b93cc83a6bb552b52173c1a59d366c0e249fac3031af2d9f44,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
017,topologies-line-28,topologies,HTML/CSS,Network topologies,Define exact facts for manual review of Network topologies.,b78443d45484188062864c9d19782dbfb28ef23f724e58f3e95e75f0cf53abef,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
017,topologies-line-29,topologies,HTML/CSS,Network topologies,Define exact facts for manual review of Network topologies.,7e8eb65c279072c3b09c11897ef7a37f4ebbd1896f3fbb7ff027b814b3995873,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
017,topologies-line-3,topologies,HTML/CSS,Network topologies,Define exact facts for manual review of Network topologies.,53d8cbe010ce3c145d32150b952dcf269ffe7252fe9a825f586b90f84dc52644,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
017,topologies-line-30,topologies,HTML/CSS,Network topologies,Define exact facts for manual review of Network topologies.,e2d7ef9041d5e0eaa241e5f9278181675d7f1f43132a6aeccd04a3397076547c,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
017,topologies-line-36,topologies,HTML/CSS,Network topologies,Define exact facts for manual review of Network topologies.,1cef2cc2a993439a94c84c8e1ac1d18c8f8c52c3d81f423a00f0020521ab5c7f,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
017,topologies-line-37,topologies,HTML/CSS,Network topologies,Define exact facts for manual review of Network topologies.,e7dd2dd276161baa1659c6ee8a7370ae6b934c3fa5e1fbdb50b4ce2b22f0a113,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
017,topologies-line-38,topologies,HTML/CSS,Network topologies,Define exact facts for manual review of Network topologies.,7e9418c53b6e3ccead32ba6077bd8abc513c7dbc614c2efeb7f987258480ba0f,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
017,topologies-line-39,topologies,HTML/CSS,Network topologies,Define exact facts for manual review of Network topologies.,f5d149f69a4648b558545e7be8cf8ac558abb1af0d7e11b6f497d1949dbe0200,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
017,topologies-line-4,topologies,HTML/CSS,Network topologies,Define exact facts for manual review of Network topologies.,f5925797d44bddd628eafa5b3ccf3cb6e5ce5a1cbb57eba60796993679290cb2,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
017,topologies-line-40,topologies,HTML/CSS,Network topologies,Define exact facts for manual review of Network topologies.,7f7d82e252388e08d0ce2d2413e6bc726c4a5781ded25b5ec7d926e735dfc7e4,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
017,topologies-line-41,topologies,HTML/CSS,Network topologies,Define exact facts for manual review of Network topologies.,9013244d071b5378705c5018b04229d97fa37c4e68834d40777d96cd221ad643,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
017,topologies-line-42,topologies,HTML/CSS,Network topologies,Define exact facts for manual review of Network topologies.,17899dd4d2af78527fbe9b7f72d0f48bdf59bbd6755ccd470cd96b5502cb1cec,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
017,topologies-line-5,topologies,HTML/CSS,Network topologies,Define exact facts for manual review of Network topologies.,2e0213e7659a43fcc2a2edc6aecc520f1a45011b544c95176cd17c45663dc9a7,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
017,topologies-line-6,topologies,HTML/CSS,Network topologies,Define exact facts for manual review of Network topologies.,eadcdd723627a598fe19b60aff8988e95192e2bde06ed5e86670d4c9c38dba7e,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
017,topologies-line-7,topologies,HTML/CSS,Network topologies,Define exact facts for manual review of Network topologies.,da8218e5662dc8821b10a37181222f481df16c5a42ef0f0edc4146897b29185e,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
017,topologies-rect-22,topologies,HTML/CSS,Network topologies,Define exact facts for manual review of Network topologies.,52f83baf942a2b13ca72606a6b78c3b4600add147bab4a3fc106406bc5f85c63,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
017,topologies-rect-49,topologies,HTML/CSS,Network topologies,Define exact facts for manual review of Network topologies.,15be98558c8765f31d05bed252457344d3d8c565bcab52580aadd90edaf90161,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
017,topologies-rect-50,topologies,HTML/CSS,Network topologies,Define exact facts for manual review of Network topologies.,9a3d002f443b8c3f3266ae8e257b5bfce1daa2438000a176da5a5254581f937a,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
017,topologies-svg-13,topologies,Inline SVG,Star topology,Four devices each have an independent link to one central switch.,c0807d85331b5367ca67d0bd24005e2b6063064decfa204609645acaa7f71d63,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
017,topologies-svg-2,topologies,Inline SVG,Bus topology,Four devices connect by short branches to one shared horizontal backbone cable.,2b64eaa0c9801bfecadf58d02a2c7a06e2e5a07adf15c4b30e46439ae9bca70f,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
017,topologies-svg-24,topologies,Inline SVG,Full mesh topology example,"Four devices are fully connected: every device has a direct link to each of the other three devices, making six links.",2732b5392e4139e7c2416b3d3f00446c78abb2ac9310ca50de72ecbcdb88cb5a,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
