surface,id,source,status,independent_review_status,evidence_location,content_hash,reviewer_id,review_round,official_basis,review_note
lesson-markdown,L045,lessons/045-interrupt-causes-detection-and-handling.md,Approved,IndependentlyReviewed,lessons/045-interrupt-causes-detection-and-handling.md#content,a7e2c4244f4395ca6b5a58f2553c2f3ddf7c6433277b9a30e8d15281bff4d279,stage4-surface-review,R4,syllabus:p22,Item-specific terminology and prohibited-wording checks passed against the current content hash.
lesson-html,L045,web/lesson-045/index.html,Approved,IndependentlyReviewed,web/lesson-045/index.html#content,9200de8d14b41e7b129b4f5ae98c0b2b77aad0c951acdb94429c6cbf7d04d306,stage4-surface-review,R4,syllabus:p22,Item-specific terminology and prohibited-wording checks passed against the current content hash.
lesson-markdown,L046,lessons/046-assembly-language-and-machine-code.md,Approved,IndependentlyReviewed,lessons/046-assembly-language-and-machine-code.md#content,3b418d97b72d869464bce55af2b2668fe743aedacb4f9b78424c5c9badd7062c,stage4-surface-review,R4,syllabus:p22,Item-specific terminology and prohibited-wording checks passed against the current content hash.
lesson-html,L046,web/lesson-046/index.html,Approved,IndependentlyReviewed,web/lesson-046/index.html#content,d8b6c59feadb8e5fe72e6f48e0d4e4b29416d0d1f526fff95560535c8e502843,stage4-surface-review,R4,syllabus:p22,Item-specific terminology and prohibited-wording checks passed against the current content hash.
lesson-markdown,L047,lessons/047-two-pass-assembly-program-tracing-and-the-instruction-set.md,Approved,IndependentlyReviewed,lessons/047-two-pass-assembly-program-tracing-and-the-instruction-set.md#content,978d36c1d3c191740b2471147430aa48d079e6316899ea74756efb7799e411b8,stage4-surface-review,R4,syllabus:p22,Item-specific terminology and prohibited-wording checks passed against the current content hash.
lesson-html,L047,web/lesson-047/index.html,Approved,IndependentlyReviewed,web/lesson-047/index.html#content,eb6301a50bdd8a19ab2706ee89ec0b5abab0c881a9818a71a46641771f8b6368,stage4-surface-review,R4,syllabus:p22,Item-specific terminology and prohibited-wording checks passed against the current content hash.
lesson-markdown,L048,lessons/048-addressing-modes-and-address-sensitive-instructions.md,Approved,IndependentlyReviewed,lessons/048-addressing-modes-and-address-sensitive-instructions.md#content,e2f94ec632a6fe8e1c9a9979c66f3e06bfbd307e344475ad696f66acbab6a19b,stage4-surface-review,R4,syllabus:p22,Item-specific terminology and prohibited-wording checks passed against the current content hash.
lesson-html,L048,web/lesson-048/index.html,Approved,IndependentlyReviewed,web/lesson-048/index.html#content,385f2d1fcb43efc4c5133801a185966ba56ec9006f371f9af0f96bc2e774edf8,stage4-surface-review,R4,syllabus:p22,Item-specific terminology and prohibited-wording checks passed against the current content hash.
lesson-markdown,L049,lessons/049-section-4-semantic-checkpoint.md,Approved,IndependentlyReviewed,lessons/049-section-4-semantic-checkpoint.md#content,d57b0044a4deacc3e089ea6444e4246e8732be87c72e70d9350dccb8a14051e6,stage4-surface-review,R4,syllabus:p22,Item-specific terminology and prohibited-wording checks passed against the current content hash.
lesson-html,L049,web/lesson-049/index.html,Approved,IndependentlyReviewed,web/lesson-049/index.html#content,b08c0bf96166861db74db839bcbce44a46a783c0f3680eaf9cebe1ae4154dba0,stage4-surface-review,R4,syllabus:p22,Item-specific terminology and prohibited-wording checks passed against the current content hash.
lesson-markdown,L050,lessons/050-bit-manipulation-with-masks-and-shifts.md,Approved,IndependentlyReviewed,lessons/050-bit-manipulation-with-masks-and-shifts.md#content,7be88ac5affb199cd3af6a5ac06c7e801f4c21f01509c79de60ed46b4a2f57dc,stage4-surface-review,R4,syllabus:p22,Item-specific terminology and prohibited-wording checks passed against the current content hash.
lesson-html,L050,web/lesson-050/index.html,Approved,IndependentlyReviewed,web/lesson-050/index.html#content,d3b1ee65bcba1559243ad5ed1c68faf0b0322c786d4979fd348d79a864719dd7,stage4-surface-review,R4,syllabus:p22,Item-specific terminology and prohibited-wording checks passed against the current content hash.
lesson-markdown,L051,lessons/051-bit-manipulation-masks-and-binary-shifts.md,Approved,IndependentlyReviewed,lessons/051-bit-manipulation-masks-and-binary-shifts.md#content,bc43996ee3b841c5ea007c30f333d3d0ae8909e6ceb783ed8c46d765d638925f,stage4-surface-review,R4,syllabus:p22,Item-specific terminology and prohibited-wording checks passed against the current content hash.
lesson-html,L051,web/lesson-051/index.html,Approved,IndependentlyReviewed,web/lesson-051/index.html#content,be4840fcf9a2c7b7da826cf93581a67cc7ea22181609a6e9a4d67b7f34656fbb,stage4-surface-review,R4,syllabus:p22,Item-specific terminology and prohibited-wording checks passed against the current content hash.
lesson-markdown,L052,lessons/052-section-4-review-tracing-processor-behaviour.md,Approved,IndependentlyReviewed,lessons/052-section-4-review-tracing-processor-behaviour.md#content,7b2cab8d182ec268fecae447335bd80a24111aef36b38ca4bb7d50cf93447b38,stage4-surface-review,R4,syllabus:p22,Item-specific terminology and prohibited-wording checks passed against the current content hash.
lesson-html,L052,web/lesson-052/index.html,Approved,IndependentlyReviewed,web/lesson-052/index.html#content,1672947d3150f08648ec60c097493244c40322f7f88f6605d0ba28b4dc8dc16d,stage4-surface-review,R4,syllabus:p22,Item-specific terminology and prohibited-wording checks passed against the current content hash.
lesson-markdown,L053,lessons/053-why-an-operating-system-is-required-and-what-it-manages.md,Approved,IndependentlyReviewed,lessons/053-why-an-operating-system-is-required-and-what-it-manages.md#content,e6e13c23b4493d08474fd715a11bfd6c65f5f282acd14e928bb1aab7fb570535,stage4-surface-review,R4,syllabus:p23,Item-specific terminology and prohibited-wording checks passed against the current content hash.
lesson-html,L053,web/lesson-053/index.html,Approved,IndependentlyReviewed,web/lesson-053/index.html#content,5cdabb1c397398e2f2ac1ce76be1724f652ec7b2bab36da7315962ccd0523172,stage4-surface-review,R4,syllabus:p23,Item-specific terminology and prohibited-wording checks passed against the current content hash.
lesson-markdown,L054,lessons/054-required-utility-software.md,Approved,IndependentlyReviewed,lessons/054-required-utility-software.md#content,eb0ebcadfc2d5f7d83f72e6b0adb755f4021bdfa724e46138c3cb567d95d0afd,stage4-surface-review,R4,syllabus:p23,Item-specific terminology and prohibited-wording checks passed against the current content hash.
lesson-html,L054,web/lesson-054/index.html,Approved,IndependentlyReviewed,web/lesson-054/index.html#content,a3f144a4fdedba6f08d987d122a71a026c325ccc7b8b0ded326ce89b11336011,stage4-surface-review,R4,syllabus:p23,Item-specific terminology and prohibited-wording checks passed against the current content hash.
lesson-markdown,L055,lessons/055-libraries-and-dynamically-linked-library-files.md,Approved,IndependentlyReviewed,lessons/055-libraries-and-dynamically-linked-library-files.md#content,5f773670cee2c27f1cca84299b55ee23248322a477a5110f28f6fde50c77ef48,stage4-surface-review,R4,syllabus:p23,Item-specific terminology and prohibited-wording checks passed against the current content hash.
lesson-html,L055,web/lesson-055/index.html,Approved,IndependentlyReviewed,web/lesson-055/index.html#content,b7dcd9d2ead3b4a19a1d2106a8836ada698df3f62cd6fc76095486c611210154,stage4-surface-review,R4,syllabus:p23,Item-specific terminology and prohibited-wording checks passed against the current content hash.
lesson-markdown,L056,lessons/056-assembler-compiler-and-interpreter-choices.md,Approved,IndependentlyReviewed,lessons/056-assembler-compiler-and-interpreter-choices.md#content,b113198e0f8cbb49ce8184d78b7d9da3c14f602a21459218ca63df51e030db2d,stage4-surface-review,R4,syllabus:p23,Item-specific terminology and prohibited-wording checks passed against the current content hash.
lesson-html,L056,web/lesson-056/index.html,Approved,IndependentlyReviewed,web/lesson-056/index.html#content,ebf6e5035ec78853fd2196f16ed9e6dc43e83a3b5563bb46dc52be2c9ed024a0,stage4-surface-review,R4,syllabus:p23,Item-specific terminology and prohibited-wording checks passed against the current content hash.
lesson-markdown,L057,lessons/057-java-translation-and-required-ide-features.md,Approved,IndependentlyReviewed,lessons/057-java-translation-and-required-ide-features.md#content,23b4c5b2fefcc71786940f63a34d98f6caf3883620f62e3c0f80dd86954f92e1,stage4-surface-review,R4,syllabus:p23,Item-specific terminology and prohibited-wording checks passed against the current content hash.
lesson-html,L057,web/lesson-057/index.html,Approved,IndependentlyReviewed,web/lesson-057/index.html#content,7aa41064750f193ee7497eb78f82cb3a45a761dbac14b7a146246b4dcfc3c434,stage4-surface-review,R4,syllabus:p23,Item-specific terminology and prohibited-wording checks passed against the current content hash.
lesson-markdown,L058,lessons/058-compilation-stages-lexical-analysis-to-object-code.md,Approved,IndependentlyReviewed,lessons/058-compilation-stages-lexical-analysis-to-object-code.md#content,4d0b44204e17ba6e86a1629b8964e279e8f0e07c70c28c540d8dfdda7597b923,stage4-surface-review,R4,syllabus:p23,Item-specific terminology and prohibited-wording checks passed against the current content hash.
lesson-html,L058,web/lesson-058/index.html,Approved,IndependentlyReviewed,web/lesson-058/index.html#content,19bdaa5312689bf00d0fcaf390b5af74d62878082ff8aa66fedd2a64c88efb69,stage4-surface-review,R4,syllabus:p23,Item-specific terminology and prohibited-wording checks passed against the current content hash.
lesson-markdown,L059,lessons/059-linkers-loaders-and-libraries.md,Approved,IndependentlyReviewed,lessons/059-linkers-loaders-and-libraries.md#content,1db67e16cbda11a2a09cb0cd1a310790c459c6bce563c82a6a84f66c076da71d,stage4-surface-review,R4,syllabus:p23,Item-specific terminology and prohibited-wording checks passed against the current content hash.
lesson-html,L059,web/lesson-059/index.html,Approved,IndependentlyReviewed,web/lesson-059/index.html#content,853edeed3cae857d41e430ea93e6a9da410d3e895cc0382b233bdb6bb3ab9264,stage4-surface-review,R4,syllabus:p23,Item-specific terminology and prohibited-wording checks passed against the current content hash.
lesson-markdown,L060,lessons/060-error-types-syntax-logic-runtime-and-translation-diagnostics.md,Approved,IndependentlyReviewed,lessons/060-error-types-syntax-logic-runtime-and-translation-diagnostics.md#content,56cdceb3b47236fe0610c6dd83f2e517dfbc7b13ead64e59abe56dd1525994f1,stage4-surface-review,R4,syllabus:p23,Item-specific terminology and prohibited-wording checks passed against the current content hash.
lesson-html,L060,web/lesson-060/index.html,Approved,IndependentlyReviewed,web/lesson-060/index.html#content,b1319963173b44211ccd782fe2e2e5d262d4fa5fe7b3b6c9ecb982503e87f0d1,stage4-surface-review,R4,syllabus:p23,Item-specific terminology and prohibited-wording checks passed against the current content hash.
lesson-markdown,L061,lessons/061-choosing-translation-approaches-for-development-and-deployment.md,Approved,IndependentlyReviewed,lessons/061-choosing-translation-approaches-for-development-and-deployment.md#content,320adb67943b80c364c11bcb47a7695f95672d9b5ee5ba4ca9f9d31b10b97f11,stage4-surface-review,R4,syllabus:p23,Item-specific terminology and prohibited-wording checks passed against the current content hash.
lesson-html,L061,web/lesson-061/index.html,Approved,IndependentlyReviewed,web/lesson-061/index.html#content,dc6d02e9eea0b50d1d0c7163de0acc2a55b0f9ebe8420be9d288c541859497eb,stage4-surface-review,R4,syllabus:p23,Item-specific terminology and prohibited-wording checks passed against the current content hash.
lesson-markdown,L062,lessons/062-section-5-review-precise-software-comparisons.md,Approved,IndependentlyReviewed,lessons/062-section-5-review-precise-software-comparisons.md#content,ff48c82a1143baa34c421d2abbeec60be8663dc2d345dd41a3c2376171c743b2,stage4-surface-review,R4,syllabus:p23,Item-specific terminology and prohibited-wording checks passed against the current content hash.
lesson-html,L062,web/lesson-062/index.html,Approved,IndependentlyReviewed,web/lesson-062/index.html#content,dc5ef4f9a9841cbde284354744b225bb3b46ff68c9e9bbcc41d5860341dcb1af,stage4-surface-review,R4,syllabus:p23,Item-specific terminology and prohibited-wording checks passed against the current content hash.
lesson-markdown,L063,lessons/063-security-privacy-and-data-integrity.md,Approved,IndependentlyReviewed,lessons/063-security-privacy-and-data-integrity.md#content,667255c06deed9b9ba2a4f8f4fa7c89e5a1ca595d5884785806590d324409496,stage4-surface-review,R4,syllabus:p24,Item-specific terminology and prohibited-wording checks passed against the current content hash.
lesson-html,L063,web/lesson-063/index.html,Approved,IndependentlyReviewed,web/lesson-063/index.html#content,0e08465cbbd6c72ac1dc02637a2e12d4de246da2aba6cfb58560e32eb0ff69c4,stage4-surface-review,R4,syllabus:p24,Item-specific terminology and prohibited-wording checks passed against the current content hash.
lesson-markdown,L064,lessons/064-virus-spyware-anti-virus-and-anti-spyware.md,Approved,IndependentlyReviewed,lessons/064-virus-spyware-anti-virus-and-anti-spyware.md#content,2479f106242cb78a590db0175af2dbc7d97d192ab5b6c15bede4d27fb62fcadb,stage4-surface-review,R4,syllabus:p24,Item-specific terminology and prohibited-wording checks passed against the current content hash.
lesson-html,L064,web/lesson-064/index.html,Approved,IndependentlyReviewed,web/lesson-064/index.html#content,704cc5684758174335304bade77ccde3d8e7d50216de29d6cc1bfb2795cb3a5f,stage4-surface-review,R4,syllabus:p24,Item-specific terminology and prohibited-wording checks passed against the current content hash.
lesson-markdown,L065,lessons/065-required-internet-threats-and-matching-risk-reduction-methods.md,Approved,IndependentlyReviewed,lessons/065-required-internet-threats-and-matching-risk-reduction-methods.md#content,d3782a29da273241f7105ea316a3d85fdd95275f4ed71d9a046fae0ed74458e0,stage4-surface-review,R4,syllabus:p24,Item-specific terminology and prohibited-wording checks passed against the current content hash.
lesson-html,L065,web/lesson-065/index.html,Approved,IndependentlyReviewed,web/lesson-065/index.html#content,35fdb9e9642ed7e281b3da0d6401e4284c9328e94904db903e198c539cfed817,stage4-surface-review,R4,syllabus:p24,Item-specific terminology and prohibited-wording checks passed against the current content hash.
lesson-markdown,L066,lessons/066-user-accounts-passwords-and-biometric-authentication.md,Approved,IndependentlyReviewed,lessons/066-user-accounts-passwords-and-biometric-authentication.md#content,f221c0b32935b7e9256f2b17e301b580ef79d9062d0a121ff45d94a525e3d878,stage4-surface-review,R4,syllabus:p24,Item-specific terminology and prohibited-wording checks passed against the current content hash.
