lesson,target_id,title,target_type,delivery_role,classroom_activity,status,implementation_id,rationale,content_hash
033,criteria,The five core characteristics,mechanism,OPTIONAL,EXTEND,Implemented,explanation-criteria,Explicit extension visual retained outside compulsory syllabus evidence.,0e131de0d8afc5f0277e37fe085bd54ae483f1b43efead3c311d04c048d7b927
033,gate-visual,"Six symbols, six exact output rules",mechanism,CORE,TEACH,Implemented,explanation-gate-visual,Maintained explanation target.,a40fc521d4651bf412ad609ce5631e818bb000a20c9a36130e6d3b2a79681cf3
033,stage2-completion,"Logic-gate symbols, functions and representation conversions",process,CORE,TEACH,Planned,,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",
033,tradeoffs,Trade-offs by common storage device,mechanism,OPTIONAL,EXTEND,Implemented,explanation-tradeoffs,Explicit extension visual retained outside compulsory syllabus evidence.,286d72124f27ebe926cf68fa59050d0a6b0d3c6052ef1699751cf8c668aba22a
034,embedded,What is an embedded system?,mechanism,OPTIONAL,EXTEND,Implemented,explanation-embedded,Explicit extension visual retained outside compulsory syllabus evidence.,bd34e36fb60f2a023110285f1c2373a64e762c73a61a2a59a96a1402e1058325
034,microcontroller,Microcontroller vs general-purpose computer,comparison,OPTIONAL,EXTEND,Implemented,explanation-microcontroller,Explicit extension visual retained outside compulsory syllabus evidence.,5df24a515be31675af70ac5112f06a70829270cee0a6d04b2f958c6c879d475d
035,actuators,Actuators turn output signals into physical action,mechanism,OPTIONAL,EXTEND,Implemented,explanation-actuators,Explicit extension visual retained outside compulsory syllabus evidence.,46ba76ab41ea5d9b949c385f0ec0e522318dab2770f6dc2c8d04227952da5b58
035,control,Control systems use rules and feedback,mechanism,OPTIONAL,EXTEND,Implemented,explanation-control,Explicit extension visual retained outside compulsory syllabus evidence.,03a891dcef1711fc8b3b719f6ab420731dd7e49aeac8f223dbd8b464257c358b
036,gate-visual,"Six symbols, six exact output rules",mechanism,CORE,TEACH,Planned,,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",
036,gates,The six gate rules,mechanism,OPTIONAL,EXTEND,Implemented,explanation-gates,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",52895303f1f3ea3ecf8737cc98265868f36d4d7c84d38581705ee37f2baf8d1a
036,signals,Logic gates use binary signals,mechanism,OPTIONAL,EXTEND,Implemented,explanation-signals,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",0bdfb2b4ede5b41f980031854f41d61c777862086ba177d66d53c2fbdcd1fad8
036,symbols,Recognise gate symbols and the inversion bubble,mechanism,OPTIONAL,EXTEND,Implemented,explanation-symbols,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",1e76381060ca3c5639546878e036a5b53e531d3570851fdcd3f2cfc38b3d917d
037,expressions,Boolean expressions describe gate behaviour,mechanism,OPTIONAL,EXTEND,Implemented,explanation-expressions,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",97464cf8e3298a253358e590dcd5ef2af492c68293af6ef27389c9d051915bb1
037,precedence,Brackets and NOT usually come before the final combination,mechanism,OPTIONAL,EXTEND,Implemented,explanation-precedence,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",a0aaf97ac100068930d8ae879297d13d2b3b394b443bf0255b9a2024d8d9c493
037,table-method,A reliable truth-table method,mechanism,OPTIONAL,EXTEND,Implemented,explanation-table-method,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",bccd520033fae835f223b16e421f0b150df67adc08e2ba57a0f5df3ddd89544d
038,design,A circuit design method that examiners can follow,mechanism,OPTIONAL,EXTEND,Implemented,explanation-design,Explicit extension visual retained outside compulsory syllabus evidence.,e6d82fda01130fc08e2bd6292117d062044d9bc824a986d79574cb79fa04eb3f
038,diagram,Gate sequence creates the circuit structure,mechanism,OPTIONAL,EXTEND,Implemented,explanation-diagram,Explicit extension visual retained outside compulsory syllabus evidence.,2e5afce50c024cd9f5ff9a0e659e2820624f6eea6097229bd3ec5210c193be8c
038,parse,Parse requirement wording into logic,mechanism,OPTIONAL,EXTEND,Implemented,explanation-parse,Explicit extension visual retained outside compulsory syllabus evidence.,a673f022db9a54d2f55a07c0b8d3919cf8debcf13c51b8fdd61d36c5443ead90
039,categories,Classify the hardware before choosing it,mechanism,OPTIONAL,EXTEND,Implemented,explanation-categories,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",ca42f96cee00e1f512bf7f8174b83e167e73159459bebb8a3b92675a39f961d3
039,criteria,Choose hardware using stated criteria,mechanism,OPTIONAL,EXTEND,Implemented,explanation-criteria,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",353e39806420227406fadddaefa6ab59a3c63655dcd9e8ee3be89463e18b1666
039,users,Different users value different trade-offs,mechanism,OPTIONAL,EXTEND,Implemented,explanation-users,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",32137fff7a325f429f456ae88490da1cb3f93fabd8580780e5c040fd71a38d6f
040,environment,Environmental factors change hardware suitability,tradeoff,OPTIONAL,EXTEND,Implemented,explanation-environment,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",a806b8b8d4b46f056948db00ba2551fb58ee4b80ac7ac60ef46fb481ba8c54f5
040,mitigation,Mitigation must match the risk,mechanism,OPTIONAL,EXTEND,Implemented,explanation-mitigation,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",1aec6732261460e6c5b42b6bdb1360e2c2607d7ae084f08e4811ea9b9d62d123
040,reliability,Reliability is about continuing to work correctly,mechanism,OPTIONAL,EXTEND,Implemented,explanation-reliability,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",928ceca6669ac80806164cae63ffaf4e70c522f57ec53afae2832edfd35660bd
041,checkpoint,Short timed review structure,synthesis,OPTIONAL,EXTEND,Implemented,explanation-checkpoint,Review lesson: consolidate related ideas into causal synthesis and avoid adding panels to retrieval items or tools.,ec500b84b262cf8f8f15b01ed378e327d3769c12fe7986bcbba86398eb285d92
041,map,Section 3 topic map,synthesis,OPTIONAL,EXTEND,Implemented,explanation-map,Review lesson: consolidate related ideas into causal synthesis and avoid adding panels to retrieval items or tools.,2988b28737bc71988637ad2316f7d9b496ef32578849aa17c2f9b1167f440e6d
041,skills,"Three review skills: compare, justify, calculate",synthesis,OPTIONAL,EXTEND,Implemented,explanation-skills,Review lesson: consolidate related ideas into causal synthesis and avoid adding panels to retrieval items or tools.,bb62f672664e4eb1fb8a7d83a56a1f7dc5e7cd35ffe7d21adb83b72d61b8b8f8
042,acc-status,ACC and status register: execute-stage evidence,process,CORE,TEACH,Implemented,explanation-acc-status,Maintained explanation target.,8107a78412b8317469cb279c79ce17380f527ab77d378e5a5e0019cd211c08f3
042,alu-cu,Why control and calculation are separate,comparison,OPTIONAL,EXTEND,Implemented,explanation-alu-cu,Explicit extension visual retained outside compulsory syllabus evidence.,3431dea9e101feba21e917e9d9610624972157714f90245c450bdf927e104bdb
042,architecture,Why a CPU divides specialised work,mechanism,CORE,TEACH,Implemented,explanation-architecture,Maintained explanation target.,7fc249577f0dab896c8ebbb4746ab503858c9bcc6deeea0386684b5be0c835dd
042,cpu-map,"Inside the CPU, outside the CPU, and what connects them",mechanism,OPTIONAL,EXTEND,Implemented,explanation-cpu-map,Explicit extension visual retained outside compulsory syllabus evidence.,f2bfe76a0b7f1f8dac8a0ca7500be55eff73870f22ea712543713258d94c781a
042,registers,"How registers, buses and clock stay aligned",mechanism,OPTIONAL,EXTEND,Implemented,explanation-registers,Explicit extension visual retained outside compulsory syllabus evidence.,c53dbf250595bff7b57dd2ffd8f0fb695fe8ddd90f0eb685c7f6dbc0a324e3e7
042,stage2-completion,"Von Neumann architecture, CPU components and registers",process,CORE,TEACH,Planned,,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",
043,cycle,The cycle in one clean sentence,process,OPTIONAL,EXTEND,Implemented,explanation-cycle,Explicit extension visual retained outside compulsory syllabus evidence.,4d5c63893fcdc3bd900235a39c38acfa0a7bc6295b5c1be660f7c6fc33d02dfb
043,cycle-visual,Trace one instruction through the fetch stage,process,OPTIONAL,EXTEND,Implemented,explanation-cycle-visual,Explicit extension visual retained outside compulsory syllabus evidence.,092bfd1bf8329a8cf7c74182265f377433271f1f051f3ab0f7c5a9a3ab138848
043,decode,Decode and execute are not filler words,mechanism,OPTIONAL,EXTEND,Implemented,explanation-decode,Explicit extension visual retained outside compulsory syllabus evidence.,666f12d7bf082ef2ae1b4949d575cd05eba81485669956ef50504f802173248e
043,fetch,Fetch stage: the register sequence,process,OPTIONAL,EXTEND,Implemented,explanation-fetch,Explicit extension visual retained outside compulsory syllabus evidence.,02fc3214bb09af4abb91de5c0a83d88a8047efd58350bf4da87f190d558666fa
043,registers,The four fetch-stage names you cannot blur together,process,OPTIONAL,EXTEND,Implemented,explanation-registers,Explicit extension visual retained outside compulsory syllabus evidence.,65bf3dedf98f94b4d71b5b770f1c296e9695f029c0bffccfc6773e26efefa0e0
043,stage2-completion,"System buses, ports and processor performance",process,CORE,TEACH,Planned,,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",
043,width,Bus width and addressable locations,mechanism,CORE,TEACH,Implemented,explanation-width,Maintained explanation target.,8fcde28b54140ea87ab11f2f6ae179a708a5ccc050ad5ec07792b5a482762e3b
044,main-registers,The seven named register roles,mechanism,OPTIONAL,EXTEND,Implemented,explanation-main-registers,Explicit extension visual retained outside compulsory syllabus evidence.,6d4e979833017de9081c4ef5e57a8881b4c4baab6aad6dbd130827953ff23515
044,processor,Registers and buses: the FDE cycle vocabulary,synthesis,CORE,TEACH,Implemented,explanation-processor,Maintained explanation target.,2faec7e1fb2c85919b1af0399e09068c13908f18d160282bcf00300deb41694f
044,purpose,Why registers exist,mechanism,OPTIONAL,EXTEND,Implemented,explanation-purpose,Explicit extension visual retained outside compulsory syllabus evidence.,46e867e08a227e994035d9cc1516806802c0bf43d1eea7cc14fd0245e1b40e48
044,stage2-completion,Register-transfer notation for the fetch-decode-execute cycle,process,CORE,TEACH,Planned,,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",
045,concept,What a system bus does,mechanism,OPTIONAL,EXTEND,Implemented,explanation-concept,Explicit extension visual retained outside compulsory syllabus evidence.,6900e2c6a10112690bda367c3785e9e4d2493bd39e423aafa395a682fde91d1d
045,read-write,Read and write traces,mechanism,OPTIONAL,EXTEND,Implemented,explanation-read-write,Explicit extension visual retained outside compulsory syllabus evidence.,6bc30249152b11ed847c86d2f4473613f8ea967d318debbe192a80fc69d7e1bd
045,stage2-completion,"Interrupt causes, detection and handling",process,CORE,TEACH,Planned,,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",
045,three-buses,The three buses,mechanism,OPTIONAL,EXTEND,Implemented,explanation-three-buses,Explicit extension visual retained outside compulsory syllabus evidence.,354baf00a8cbceb9404367394c7bacb97652be70205b181d10e6da0e02edf03f
046,compatibility,Instruction sets and compatibility,mechanism,OPTIONAL,EXTEND,Implemented,explanation-compatibility,Explicit extension visual retained outside compulsory syllabus evidence.,ae64341c8bd93cca1fc468ece84e9b96b118071d5a2c5d0f7fd955e457a15bee
046,instruction-set,What is an instruction set?,mechanism,OPTIONAL,EXTEND,Implemented,explanation-instruction-set,Explicit extension visual retained outside compulsory syllabus evidence.,9a6b0b61dded3cd5e31baf328d222fde8d3c9a24930184be650a9a9906b34ca7
046,machine-code,Machine code is binary instructions for the CPU,mechanism,CORE,TEACH,Implemented,explanation-machine-code,Maintained explanation target.,37c6d070ebb6e92b2e6206b40c20e5f9a9af93551a802e2501294b13e6ee25a6
046,opcode,Opcode and operand,mechanism,OPTIONAL,EXTEND,Implemented,explanation-opcode,Explicit extension visual retained outside compulsory syllabus evidence.,b914f3ffbe906f4d7ea07accf8705f00dbf2a1b995a2823a765aa79802e6e8d5
046,stage2-completion,Assembly language and machine code,process,CORE,TEACH,Planned,,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",
047,assembler,"Instruction groups: data movement, I/O, arithmetic, control and compare",mechanism,CORE,TEACH,Implemented,explanation-assembler,Maintained explanation target.,4c32cc9236b38e8bc6ab33cc07c35cb959042328b96770372e6c05aeafa40019
047,assembly,What assembly language is,mechanism,OPTIONAL,EXTEND,Implemented,explanation-assembly,Explicit extension visual retained outside compulsory syllabus evidence.,f7b2a6b5df6a15a31d1acc956688d0841ba3b3431f8680c5f1a3111998f24886
047,effective,"Official LDR, CMI, JPE and JPN semantics",mechanism,CORE,TEACH,Implemented,explanation-effective,Maintained explanation target.,806cedbb871f27ba489e9247d344e8198b1349890d68b0d09286014b5ca4fa96
047,mnemonics,Mnemonics represent operations,process,OPTIONAL,EXTEND,Implemented,explanation-mnemonics,Explicit extension visual retained outside compulsory syllabus evidence.,cabe94483246f787485308c5aa90c932a4d3e86db2c45102f3ba5070e6087bfb
047,stage2-completion,"Two-pass assembly, program tracing and the instruction set",process,CORE,TEACH,Planned,,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",
047,structure,Instruction labels and symbolic data addresses,mechanism,OPTIONAL,EXTEND,Implemented,explanation-structure,Explicit extension visual retained outside compulsory syllabus evidence.,3ceb3dd44117f632434e0f829c8f7c8a633fed99dea4f0c3ad313c49ba8792d3
048,arrays,Indexed addressing and arrays,mechanism,CORE,TEACH,Implemented,explanation-arrays,Maintained explanation target.,9baaae5b0b574676f75f1f5136b2e698953b78143b6afa831ff096d9fc0a9ccb
048,concept,Addressing mode means operand interpretation,mechanism,OPTIONAL,EXTEND,Implemented,explanation-concept,Explicit extension visual retained outside compulsory syllabus evidence.,9692fc1827b12c2fdac43c15136fbb4dbc2eab48ed1b5f739dabd1153fbb880d
048,modes,Five addressing modes,mechanism,OPTIONAL,EXTEND,Implemented,explanation-modes,Explicit extension visual retained outside compulsory syllabus evidence.,789bbacc750893f64e47c26167850d9065397752df1d49aec2812aff8ad9f5fb
